customer_id,age,gender,location,membership_start_date,average_purchase_value,purchase_frequency_per_month,last_purchase_date,product_preference,preferred_channel,store_visit_frequency,days_since_last_visit,product_segment,,Mobile
CUST1381,46,Male,Lake Crystalbury,10-10-2020,375.65,7.6,31-12-2024,Supplements,In-Store,16,16,Fitness Enthusiast,,9.18281E+11
CUST1382,37,Other,Mortonside,17-10-2022,213.62,7.8,09-10-2023,Training Wear,In-Store,5,51,General Buyer,,9.18281E+11
CUST1383,21,Male,Lake Debra,10-05-2023,239.1,9.2,27-10-2023,Gym Gear,Online,11,129,Casual Gym-Goer,,9.18281E+11
CUST1384,43,Other,Port Jesseville,22-12-2021,346.96,2.6,12-08-2024,Yoga Accessories,Online,5,121,General Buyer,,9.18281E+11
CUST1385,55,Other,East Donna,28-06-2022,185.24,8.4,17-04-2025,Supplements,In-Store,9,12,Health Conscious Buyer,,9.18281E+11
CUST1386,28,Other,Lake Rebeccaside,09-07-2021,483.16,8.6,10-03-2024,Gym Gear,In-Store,8,131,General Buyer,,9.18281E+11
CUST1387,19,Other,East Jill,08-03-2021,247.57,1.5,09-01-2025,Gym Gear,In-Store,7,78,General Buyer,,9.18281E+11
CUST1388,63,Other,Johnfurt,10-09-2020,152.18,9,27-04-2023,Supplements,Online,8,77,Health Conscious Buyer,,9.18281E+11
CUST1389,61,Other,New Brooke,09-02-2024,210.63,1.2,05-03-2024,Training Wear,Online,17,155,Casual Gym-Goer,,9.18281E+11
CUST1390,36,Female,Davidstad,18-06-2023,71.89,0.8,06-01-2025,Supplements,Online,8,166,Health Conscious Buyer,,9.18281E+11
CUST1391,37,Male,New Jessica,23-06-2021,268.3,2.6,10-11-2021,Running Shoes,Online,10,6,Casual Gym-Goer,,9.18281E+11
CUST1392,59,Female,Port Colleenhaven,13-11-2022,144.52,4.3,03-04-2024,Yoga Accessories,In-Store,18,146,General Buyer,,9.18281E+11
CUST1393,30,Female,West Juan,22-11-2023,362.42,6.9,06-04-2024,Yoga Accessories,Online,16,43,General Buyer,,9.18281E+11
CUST1394,60,Other,Adamsborough,24-01-2022,161.02,4.8,17-08-2022,Supplements,In-Store,10,56,Health Conscious Buyer,,9.18281E+11
CUST1395,40,Male,North Cynthiaview,11-12-2024,438.29,4.3,20-02-2025,Supplements,Online,8,118,Fitness Enthusiast,,9.18281E+11
CUST1396,25,Female,Lisatown,15-11-2024,435.87,5.9,20-02-2025,Training Wear,In-Store,15,128,Casual Gym-Goer,,9.18281E+11
CUST1397,25,Other,Samuelhaven,04-09-2022,274.32,4.2,17-05-2023,Gym Gear,In-Store,6,145,General Buyer,,9.18281E+11
CUST1398,47,Male,New Mariotown,18-07-2022,433.95,2,04-08-2024,Running Shoes,Online,10,45,Casual Gym-Goer,,9.18281E+11
CUST1399,38,Other,Lake Roberto,13-11-2022,22.26,2.9,22-04-2024,Gym Gear,In-Store,15,22,Casual Gym-Goer,,9.18281E+11
CUST1400,26,Other,New David,03-05-2021,324.07,4.2,30-04-2023,Yoga Accessories,Online,0,51,General Buyer,,9.18281E+11
CUST1401,64,Female,East Jill,30-12-2020,448.16,7.6,12-03-2022,Training Wear,In-Store,0,160,General Buyer,,9.18281E+11
CUST1402,64,Male,Coxberg,11-04-2022,352.89,3.6,24-02-2025,Gym Gear,In-Store,12,78,Casual Gym-Goer,,9.18281E+11
CUST1403,28,Male,Robinsonshire,27-09-2023,163.14,3.1,02-12-2024,Training Wear,Online,13,34,Casual Gym-Goer,,9.18281E+11
CUST1404,39,Female,West Allison,21-06-2023,380.06,1.8,30-08-2023,Yoga Accessories,In-Store,7,33,General Buyer,,9.18281E+11
CUST1405,31,Other,New Roberttown,18-09-2023,303.05,1.9,28-09-2023,Supplements,In-Store,12,65,Fitness Enthusiast,,9.18281E+11
CUST1406,52,Other,Lisatown,10-08-2022,305.08,0.7,20-11-2024,Running Shoes,In-Store,1,106,Casual Gym-Goer,,9.18281E+11
CUST1407,46,Female,Port Jesseville,29-05-2021,282.7,4.8,05-05-2023,Gym Gear,In-Store,20,107,Casual Gym-Goer,,9.18281E+11
CUST1408,60,Male,Stewartland,30-06-2023,269.75,6.3,03-12-2024,Gym Gear,Online,3,158,General Buyer,,9.18281E+11
CUST1409,25,Female,Port Keith,03-08-2022,396.68,5.1,27-01-2025,Training Wear,In-Store,8,51,General Buyer,,9.18281E+11
CUST1410,40,Other,Lake Crystalbury,07-08-2023,161.77,0.6,06-05-2025,Yoga Accessories,In-Store,15,0,General Buyer,,9.18281E+11
CUST1411,18,Other,Herrerafurt,09-07-2023,455.3,8.4,01-10-2023,Yoga Accessories,In-Store,2,19,General Buyer,,9.18281E+11
CUST1412,64,Other,New Kellystad,07-05-2022,454.29,6.5,08-05-2024,Yoga Accessories,Online,8,25,General Buyer,,9.18281E+11
CUST1413,29,Male,Port Colleenhaven,27-07-2020,192.9,6.8,06-05-2025,Yoga Accessories,In-Store,3,11,General Buyer,,9.18281E+11
CUST1414,18,Male,Stewartland,24-02-2023,330.66,3.4,02-02-2024,Yoga Accessories,Online,2,87,General Buyer,,9.18281E+11
CUST1415,29,Male,New Jeffrey,23-11-2020,212.12,4.7,04-11-2024,Yoga Accessories,Online,13,42,General Buyer,,9.18281E+11
CUST1416,25,Male,Bassport,05-12-2022,368.68,9.8,30-08-2024,Gym Gear,In-Store,13,123,Casual Gym-Goer,,9.18281E+11
CUST1417,54,Other,Sanchezfort,08-05-2021,107.01,3.9,11-12-2021,Supplements,In-Store,4,124,Health Conscious Buyer,,9.18281E+11
CUST1418,25,Female,Sanchezfort,28-09-2020,42.07,2.8,21-01-2021,Supplements,In-Store,16,147,Health Conscious Buyer,,9.18281E+11
CUST1419,64,Other,Coxberg,12-12-2022,489.39,6.8,15-01-2025,Supplements,In-Store,13,63,Fitness Enthusiast,,9.18281E+11
CUST1420,48,Female,Stewartland,06-05-2021,344.62,4,03-10-2021,Training Wear,In-Store,0,40,General Buyer,,9.18281E+11
CUST1421,50,Female,Stevenland,10-05-2022,437.32,0.9,22-08-2024,Yoga Accessories,Online,7,71,General Buyer,,9.18281E+11
CUST1422,21,Other,Coxberg,06-07-2021,284.24,3.9,01-03-2023,Gym Gear,In-Store,14,146,Casual Gym-Goer,,9.18281E+11
CUST1423,46,Male,Stevenland,20-03-2024,234.59,1.4,02-01-2025,Yoga Accessories,In-Store,3,9,General Buyer,,9.18281E+11
CUST1424,53,Other,North Judithbury,14-12-2024,416.44,8,05-03-2025,Training Wear,Online,16,167,Casual Gym-Goer,,9.18281E+11
CUST1425,60,Female,North Jessicaland,03-09-2021,194.4,0.7,09-06-2023,Gym Gear,Online,10,158,General Buyer,,9.18281E+11
CUST1426,56,Female,East Josephville,14-03-2021,335.44,7.2,29-09-2024,Running Shoes,In-Store,7,90,Marathon Trainer,,9.18281E+11
CUST1427,58,Female,Saramouth,09-07-2024,270.55,7.1,05-03-2025,Running Shoes,In-Store,15,104,Casual Gym-Goer,,9.18281E+11
CUST1428,24,Female,South David,30-10-2023,114.04,1.4,03-06-2024,Yoga Accessories,In-Store,14,48,General Buyer,,9.18281E+11
CUST1429,63,Female,Lake Chad,20-08-2020,383.43,0.7,15-10-2023,Training Wear,In-Store,14,150,Casual Gym-Goer,,9.18281E+11
CUST1430,50,Male,Stevenland,17-03-2022,22.08,7.4,03-02-2024,Training Wear,Online,18,130,Casual Gym-Goer,,9.18281E+11
CUST1431,29,Other,Lake Leeton,21-02-2024,103.35,8.2,22-08-2024,Running Shoes,Online,19,82,Casual Gym-Goer,,9.18281E+11
CUST1432,50,Female,North Micheleland,11-06-2023,490.16,9.2,27-08-2023,Gym Gear,Online,12,75,Casual Gym-Goer,,9.18281E+11
CUST1433,46,Male,West Michael,26-06-2023,218.12,7.1,21-08-2024,Training Wear,Online,17,141,Casual Gym-Goer,,9.18281E+11
CUST1434,58,Male,Wilkersonmouth,30-05-2023,120.66,7.2,16-07-2023,Supplements,In-Store,20,45,Health Conscious Buyer,,9.18281E+11
CUST1435,50,Other,East Mikeburgh,29-09-2023,325.7,7.2,30-04-2024,Supplements,Online,18,170,Fitness Enthusiast,,9.18281E+11
CUST1436,63,Female,North Amandahaven,21-12-2021,378.98,8.4,28-06-2022,Supplements,Online,0,6,Fitness Enthusiast,,9.18281E+11
CUST1437,42,Male,Lisatown,23-03-2024,341.72,2.2,02-06-2024,Gym Gear,Online,8,15,General Buyer,,9.18281E+11
CUST1438,62,Female,West Donald,28-02-2022,381.73,0.5,20-11-2024,Yoga Accessories,In-Store,19,143,General Buyer,,9.18281E+11
CUST1439,32,Other,Johnfurt,16-07-2020,289.41,2.5,20-12-2020,Supplements,In-Store,12,175,Health Conscious Buyer,,9.18281E+11
CUST1440,38,Other,Lisatown,13-03-2023,26.22,2.7,25-03-2024,Training Wear,Online,7,180,General Buyer,,9.18281E+11
CUST1441,63,Other,Lake Larry,06-06-2021,382.45,5.6,10-10-2024,Training Wear,In-Store,6,45,General Buyer,,9.18281E+11
CUST1442,61,Male,Adamsborough,28-02-2025,481.99,7.4,19-03-2025,Running Shoes,Online,1,142,Marathon Trainer,,9.18281E+11
CUST1443,34,Male,South Noah,10-12-2020,300.31,2.7,14-09-2022,Supplements,Online,4,82,Fitness Enthusiast,,9.18281E+11
CUST1444,56,Male,Lake Rebeccaside,12-03-2022,467.54,6.2,08-03-2023,Supplements,Online,18,18,Fitness Enthusiast,,9.18281E+11
CUST1445,63,Female,South Todd,25-02-2023,125.58,2,12-10-2023,Running Shoes,In-Store,13,103,Casual Gym-Goer,,9.18281E+11
CUST1446,23,Female,Coxberg,19-05-2020,444.03,6.7,27-09-2022,Supplements,Online,9,158,Fitness Enthusiast,,9.18281E+11
CUST1447,51,Female,Rodneyside,03-08-2021,415.37,9.8,20-02-2022,Running Shoes,In-Store,11,164,Marathon Trainer,,9.18281E+11
CUST1448,57,Other,South Patrickmouth,14-12-2024,480.27,6.9,31-01-2025,Supplements,Online,3,138,Fitness Enthusiast,,9.18281E+11
CUST1449,64,Female,East Jessetown,04-11-2021,457.44,8.3,23-04-2022,Supplements,Online,15,166,Fitness Enthusiast,,9.18281E+11
CUST1450,30,Female,North Deniseside,30-07-2020,59.53,1.1,12-09-2021,Training Wear,In-Store,20,171,Casual Gym-Goer,,9.18281E+11
CUST1451,58,Male,Davidstad,26-06-2020,223.62,1.2,14-07-2023,Training Wear,Online,20,18,Casual Gym-Goer,,9.18281E+11
CUST1452,65,Other,New Jessica,20-05-2022,31.4,7.2,19-11-2024,Running Shoes,In-Store,2,64,Casual Gym-Goer,,9.18281E+11
CUST1453,53,Male,North Beth,10-02-2023,414.38,9.1,06-03-2023,Yoga Accessories,Online,14,110,General Buyer,,9.18281E+11
CUST1454,38,Male,Martinezbury,03-11-2021,343.18,5.4,20-12-2022,Training Wear,In-Store,18,18,Casual Gym-Goer,,9.18281E+11
CUST1455,40,Other,Lake Chad,20-10-2020,159.12,6.9,17-11-2021,Training Wear,In-Store,9,112,General Buyer,,9.18281E+11
CUST1456,42,Female,Stewartland,09-12-2023,34.79,1.7,20-01-2025,Gym Gear,In-Store,12,139,Casual Gym-Goer,,9.18281E+11
CUST1457,36,Other,Jacquelineland,29-04-2021,163.07,8.9,30-06-2024,Supplements,In-Store,17,36,Health Conscious Buyer,,9.18281E+11
CUST1458,25,Male,North Judithbury,24-11-2020,294.9,4.1,12-12-2024,Training Wear,In-Store,9,88,General Buyer,,9.18281E+11
CUST1459,31,Female,Johnfurt,03-03-2024,428.7,1.6,09-12-2024,Gym Gear,In-Store,19,49,Casual Gym-Goer,,9.18281E+11
CUST1460,25,Male,South Christineshire,21-09-2024,403.84,8.6,09-05-2025,Training Wear,Online,20,74,Casual Gym-Goer,,9.18281E+11
CUST1461,60,Male,Tashatown,14-04-2021,67.14,7.3,17-03-2023,Yoga Accessories,Online,11,167,General Buyer,,9.18281E+11
CUST1462,33,Male,Teresaburgh,23-08-2024,317.37,9,17-11-2024,Supplements,Online,14,168,Fitness Enthusiast,,9.18281E+11
CUST1463,37,Other,Lake Leeton,22-09-2020,93.15,5.8,28-02-2025,Supplements,Online,5,63,Health Conscious Buyer,,9.18281E+11
CUST1464,32,Other,Williamview,04-12-2022,327.6,2.9,14-11-2024,Supplements,In-Store,10,118,Fitness Enthusiast,,9.18281E+11
CUST1465,46,Female,Lake Rebeccaside,15-08-2020,166.63,5.6,19-02-2021,Gym Gear,In-Store,8,35,General Buyer,,9.18281E+11
CUST1466,52,Male,Lake Nicoleview,07-06-2024,372.1,6.3,02-05-2025,Running Shoes,In-Store,16,148,Casual Gym-Goer,,9.18281E+11
CUST1467,55,Female,Hoffmanville,10-10-2023,303.22,9.1,05-09-2024,Training Wear,Online,17,138,Casual Gym-Goer,,9.18281E+11
CUST1468,48,Other,Lake Rebeccaside,11-04-2021,91.34,4,12-05-2023,Training Wear,Online,4,130,General Buyer,,9.18281E+11
CUST1469,23,Female,Brandtside,18-02-2024,261.04,6.7,15-04-2024,Training Wear,In-Store,16,40,Casual Gym-Goer,,9.18281E+11
CUST1470,29,Other,Mooreport,17-01-2021,336.52,9.7,14-10-2023,Yoga Accessories,Online,1,124,General Buyer,,9.18281E+11
CUST1471,32,Male,Lake Nicoleview,14-08-2021,197.33,0.6,24-11-2021,Gym Gear,Online,12,116,Casual Gym-Goer,,9.18281E+11
CUST1472,20,Male,Lake Debbie,07-06-2021,175.55,7.1,08-08-2022,Training Wear,Online,8,145,General Buyer,,9.18281E+11
CUST1473,29,Female,Lake Debbie,08-01-2025,201.69,6,12-03-2025,Running Shoes,Online,12,57,Casual Gym-Goer,,9.18281E+11
CUST1474,51,Female,West Allison,07-08-2023,412.27,3.6,13-11-2024,Yoga Accessories,In-Store,16,112,General Buyer,,9.18281E+11
CUST1475,28,Male,North Noahstad,14-11-2024,266.98,3,10-01-2025,Gym Gear,In-Store,5,30,General Buyer,,9.18281E+11
CUST1476,60,Male,North Micheleland,20-03-2024,409.36,7.3,16-04-2025,Yoga Accessories,Online,15,41,General Buyer,,9.18281E+11
CUST1477,59,Female,New Roberttown,07-01-2024,136.96,1.5,24-03-2024,Training Wear,In-Store,4,10,General Buyer,,9.18281E+11
CUST1478,54,Male,Lake Roberto,01-05-2021,99.84,9.2,15-12-2024,Training Wear,Online,19,163,Casual Gym-Goer,,9.18281E+11
CUST1479,19,Other,Lake Matthew,17-01-2025,337.64,3,27-02-2025,Running Shoes,In-Store,14,120,Casual Gym-Goer,,9.18281E+11
CUST1480,48,Male,Coxberg,07-01-2024,418.57,6.1,22-12-2024,Training Wear,In-Store,19,67,Casual Gym-Goer,,9.18281E+11
CUST1481,28,Other,Davidstad,20-04-2022,184.48,4.6,22-01-2024,Training Wear,In-Store,7,33,General Buyer,,9.18281E+11
CUST1482,24,Male,Wilkersonmouth,30-03-2023,270.9,9.1,31-12-2024,Yoga Accessories,In-Store,19,121,General Buyer,,9.18281E+11
CUST1483,57,Other,Lake Debra,19-03-2024,441.32,5.4,22-01-2025,Running Shoes,In-Store,15,154,Casual Gym-Goer,,9.18281E+11
CUST1484,52,Male,Lake Rebeccaside,24-11-2023,345.71,4.4,05-02-2024,Yoga Accessories,Online,1,109,General Buyer,,9.18281E+11
CUST1485,32,Female,Hoffmanville,07-01-2023,202.99,6,30-10-2024,Training Wear,In-Store,13,122,Casual Gym-Goer,,9.18281E+11
CUST1486,32,Male,Teresaburgh,06-01-2023,307.18,5.5,05-02-2024,Supplements,In-Store,0,1,Fitness Enthusiast,,9.18281E+11
CUST1487,54,Other,Port Jesseville,17-07-2023,269.49,3.9,12-11-2023,Gym Gear,Online,13,39,Casual Gym-Goer,,9.18281E+11
CUST1488,45,Other,Lake Leeton,23-05-2024,141.74,8.6,18-06-2024,Yoga Accessories,Online,19,174,General Buyer,,9.18281E+11
CUST1489,43,Male,Lake Crystalbury,18-02-2021,285.01,5.7,02-09-2024,Gym Gear,Online,17,64,Casual Gym-Goer,,9.18281E+11
CUST1490,37,Other,East Donna,31-01-2021,391.61,4.1,16-11-2021,Gym Gear,In-Store,7,179,General Buyer,,9.18281E+11
CUST1491,28,Male,Juliechester,12-01-2024,264,7.9,27-03-2024,Training Wear,In-Store,5,162,General Buyer,,9.18281E+11
CUST1492,18,Male,Jacquelineland,12-07-2023,246.4,6.1,02-04-2025,Running Shoes,In-Store,8,20,Casual Gym-Goer,,9.18281E+11
CUST1493,56,Male,West Juan,19-06-2021,204.48,9.8,31-10-2023,Training Wear,Online,19,44,Casual Gym-Goer,,9.18281E+11
CUST1494,58,Female,Sanchezfort,13-11-2020,25.14,8.5,03-09-2023,Training Wear,Online,6,153,General Buyer,,9.18281E+11
CUST1495,50,Other,Bassport,25-05-2021,131.2,1.9,22-02-2023,Running Shoes,Online,7,40,Casual Gym-Goer,,9.18281E+11
CUST1496,23,Female,Lake Rebeccaside,14-05-2023,211.73,6.8,22-03-2025,Yoga Accessories,In-Store,16,180,General Buyer,,9.18281E+11
CUST1497,22,Male,Saramouth,16-12-2023,156.56,8.3,24-01-2024,Training Wear,Online,11,70,Casual Gym-Goer,,9.18281E+11
CUST1498,32,Other,Jasonfort,21-10-2022,238.28,4.2,10-05-2025,Running Shoes,Online,5,27,Casual Gym-Goer,,9.18281E+11
CUST1499,53,Male,Mortonside,06-01-2023,161.24,9.5,05-07-2024,Training Wear,Online,17,147,Casual Gym-Goer,,9.18281E+11
CUST1500,34,Other,Sanchezfort,28-03-2021,483.71,5.7,11-09-2023,Gym Gear,Online,14,150,Casual Gym-Goer,,9.18281E+11
CUST1501,19,Female,Port Keith,03-09-2024,143.75,4,24-11-2024,Gym Gear,In-Store,10,90,General Buyer,,9.18281E+11
CUST1502,51,Other,East Jill,03-09-2021,356.39,2.8,19-06-2024,Supplements,In-Store,12,87,Fitness Enthusiast,,9.18281E+11
CUST1503,22,Other,East Lydiamouth,17-06-2024,248.75,3.7,12-09-2024,Training Wear,Online,5,174,General Buyer,,9.18281E+11
CUST1504,30,Female,Williamview,12-04-2021,115.84,7.4,07-10-2022,Supplements,In-Store,7,63,Health Conscious Buyer,,9.18281E+11
CUST1505,57,Female,New Jessica,02-02-2025,393.89,1.4,14-04-2025,Running Shoes,Online,19,138,Casual Gym-Goer,,9.18281E+11
CUST1506,20,Female,Lake Larry,02-05-2021,317.92,5,29-07-2024,Training Wear,Online,15,130,Casual Gym-Goer,,9.18281E+11
CUST1507,35,Female,Coxberg,23-09-2022,380.08,1.5,02-03-2025,Training Wear,Online,15,8,Casual Gym-Goer,,9.18281E+11
CUST1508,50,Female,West Andrewside,13-04-2022,432.99,7.8,08-02-2024,Yoga Accessories,In-Store,16,176,General Buyer,,9.18281E+11
CUST1509,18,Male,North Amandahaven,16-02-2025,121.16,5.9,01-05-2025,Supplements,Online,19,47,Health Conscious Buyer,,9.18281E+11
CUST1510,53,Female,East Courtneychester,03-02-2025,149.32,9.6,08-02-2025,Supplements,Online,5,53,Health Conscious Buyer,,9.18281E+11
CUST1511,44,Other,North Matthewberg,19-08-2022,198.71,8.6,02-10-2022,Supplements,Online,5,147,Health Conscious Buyer,,9.18281E+11
CUST1512,61,Male,New Kellystad,22-11-2021,365.99,8.1,20-01-2023,Training Wear,Online,12,38,Casual Gym-Goer,,9.18281E+11
CUST1513,48,Male,East Lydiamouth,26-12-2022,222.33,1.5,05-06-2024,Training Wear,Online,15,143,Casual Gym-Goer,,9.18281E+11
CUST1514,54,Male,West Andrewside,06-05-2023,67.51,1.8,10-05-2023,Gym Gear,Online,15,24,Casual Gym-Goer,,9.18281E+11
CUST1515,46,Other,North John,25-11-2021,144.69,3.7,05-07-2022,Training Wear,Online,11,31,Casual Gym-Goer,,9.18281E+11
CUST1516,40,Other,Port Jacobland,05-03-2025,115.5,5.8,07-05-2025,Training Wear,In-Store,9,172,General Buyer,,9.18281E+11
CUST1517,50,Female,Lake Rebeccaside,08-10-2023,373.53,8.9,01-12-2023,Yoga Accessories,Online,14,37,General Buyer,,9.18281E+11
CUST1518,28,Other,North Jessicaland,25-07-2021,222.47,6.2,18-09-2024,Yoga Accessories,In-Store,2,58,General Buyer,,9.18281E+11
CUST1519,38,Female,Lake Debbie,14-08-2020,159.85,2.8,26-05-2021,Yoga Accessories,Online,14,92,General Buyer,,9.18281E+11
CUST1520,65,Other,North Sarabury,14-11-2024,483.45,4.3,25-12-2024,Gym Gear,In-Store,4,169,General Buyer,,9.18281E+11
CUST1521,34,Other,Bassport,23-07-2023,379.88,2.3,13-06-2024,Yoga Accessories,In-Store,3,121,General Buyer,,9.18281E+11
CUST1522,53,Male,East Jessetown,20-03-2024,390.05,5.3,09-12-2024,Running Shoes,In-Store,8,21,Marathon Trainer,,9.18281E+11
CUST1523,59,Female,New Stephanie,12-09-2021,130.09,7.4,09-04-2023,Yoga Accessories,In-Store,4,43,General Buyer,,9.18281E+11
CUST1524,19,Male,Stewartland,04-01-2023,191.28,9.2,21-05-2024,Yoga Accessories,Online,17,140,General Buyer,,9.18281E+11
CUST1525,46,Male,Bassport,09-03-2025,278.86,6,05-05-2025,Yoga Accessories,Online,16,136,General Buyer,,9.18281E+11
CUST1526,37,Female,East Jamesside,29-01-2021,279.04,8.1,11-07-2021,Yoga Accessories,Online,11,39,General Buyer,,9.18281E+11
CUST1527,37,Male,North Judithbury,06-09-2021,271.19,7.6,08-05-2022,Gym Gear,Online,9,2,General Buyer,,9.18281E+11
CUST1528,62,Female,North Matthewberg,12-10-2020,248.99,0.3,22-06-2021,Yoga Accessories,Online,19,1,General Buyer,,9.18281E+11
CUST1529,53,Female,Jasonfort,03-09-2022,217.63,5.7,22-07-2024,Yoga Accessories,In-Store,5,165,General Buyer,,9.18281E+11
CUST1530,42,Female,Coxberg,19-12-2023,146.23,4.3,30-12-2024,Gym Gear,Online,9,136,General Buyer,,9.18281E+11
CUST1531,35,Female,Jasonfort,13-02-2024,429.67,2,30-12-2024,Supplements,In-Store,20,115,Fitness Enthusiast,,9.18281E+11
CUST1532,35,Other,New Brooke,06-09-2022,256.16,3.3,06-08-2023,Gym Gear,In-Store,17,26,Casual Gym-Goer,,9.18281E+11
CUST1533,36,Female,Ramirezstad,18-09-2024,363.29,7.3,01-11-2024,Gym Gear,In-Store,4,55,General Buyer,,9.18281E+11
CUST1534,39,Female,New Stephanie,18-04-2023,397.15,5.1,16-03-2024,Supplements,Online,1,37,Fitness Enthusiast,,9.18281E+11
CUST1535,21,Female,Lake Rebeccaside,20-04-2021,208.36,5.5,04-07-2022,Gym Gear,In-Store,8,3,General Buyer,,9.18281E+11
CUST1536,25,Other,South Patrickmouth,30-06-2024,204.7,9.8,20-01-2025,Gym Gear,In-Store,6,24,General Buyer,,9.18281E+11
CUST1537,51,Other,West Donald,25-12-2022,246.96,6.9,05-03-2023,Supplements,Online,5,10,Health Conscious Buyer,,9.18281E+11
CUST1538,65,Other,North Sarabury,27-03-2022,78.63,4.9,01-12-2023,Supplements,In-Store,11,170,Health Conscious Buyer,,9.18281E+11
CUST1539,31,Male,East Courtneychester,28-10-2020,323.8,3.4,20-11-2020,Gym Gear,Online,18,62,Casual Gym-Goer,,9.18281E+11
CUST1540,18,Male,Lake Leeton,05-02-2022,396.07,4.9,19-05-2023,Training Wear,In-Store,11,63,Casual Gym-Goer,,9.18281E+11
CUST1541,28,Female,Herrerafurt,26-02-2022,349.25,3.5,27-09-2022,Running Shoes,In-Store,11,179,Casual Gym-Goer,,9.18281E+11
CUST1542,52,Male,Ramirezstad,13-07-2022,254.16,3.3,05-10-2023,Training Wear,Online,14,5,Casual Gym-Goer,,9.18281E+11
CUST1543,62,Female,West Allison,24-02-2023,367.71,2.7,29-08-2023,Running Shoes,Online,14,138,Casual Gym-Goer,,9.18281E+11
CUST1544,62,Female,Jasonfort,04-06-2020,292.02,5.5,27-08-2024,Supplements,Online,8,153,Health Conscious Buyer,,9.18281E+11
CUST1545,53,Male,Ericmouth,08-01-2024,274.95,4.6,23-05-2024,Supplements,Online,14,163,Health Conscious Buyer,,9.18281E+11
CUST1546,50,Female,Lake Matthew,16-06-2021,109.06,0.4,27-01-2023,Supplements,In-Store,10,168,Health Conscious Buyer,,9.18281E+11
CUST1547,52,Female,Jasonfort,20-11-2024,271.55,5.1,05-04-2025,Training Wear,In-Store,19,104,Casual Gym-Goer,,9.18281E+11
CUST1548,59,Female,Port Keith,25-04-2022,66.2,6.7,10-06-2024,Running Shoes,In-Store,5,51,Casual Gym-Goer,,9.18281E+11
CUST1549,24,Female,Jasonfort,09-02-2025,67.4,5.8,30-04-2025,Yoga Accessories,Online,16,151,General Buyer,,9.18281E+11
CUST1550,34,Male,Brandtside,16-05-2023,125.95,7.2,10-07-2023,Running Shoes,In-Store,20,20,Casual Gym-Goer,,9.18281E+11
CUST1551,47,Other,Lake Roberto,26-09-2023,193.24,7.5,24-04-2025,Yoga Accessories,Online,1,68,General Buyer,,9.18281E+11
CUST1552,51,Male,Lake Matthew,19-09-2020,53.79,3.2,05-06-2024,Gym Gear,In-Store,3,136,General Buyer,,9.18281E+11
CUST1553,42,Male,Jasonfort,08-07-2020,272.57,2.6,05-06-2024,Gym Gear,Online,3,147,General Buyer,,9.18281E+11
CUST1554,40,Other,Gomezchester,07-01-2021,357.22,4.4,06-09-2023,Running Shoes,In-Store,5,129,Casual Gym-Goer,,9.18281E+11
CUST1555,39,Other,South Noah,03-04-2025,276.27,6.1,23-04-2025,Supplements,Online,17,83,Health Conscious Buyer,,9.18281E+11
CUST1556,41,Female,Evanmouth,27-03-2025,323.96,8.3,15-04-2025,Supplements,In-Store,18,96,Fitness Enthusiast,,9.18281E+11
CUST1557,53,Other,Tashatown,29-11-2023,192.8,4.6,10-07-2024,Yoga Accessories,In-Store,1,152,General Buyer,,9.18281E+11
CUST1558,19,Other,West Michael,03-05-2021,496.84,3.2,22-01-2023,Supplements,In-Store,6,5,Fitness Enthusiast,,9.18281E+11
CUST1559,62,Female,Saramouth,14-07-2020,265.41,5.8,19-04-2023,Training Wear,In-Store,3,91,General Buyer,,9.18281E+11
CUST1560,27,Male,Lake Nicoleview,26-10-2021,196.2,5.9,23-03-2025,Gym Gear,Online,9,102,General Buyer,,9.18281E+11
CUST1561,54,Male,Lake Matthew,09-04-2024,57.06,3.4,15-01-2025,Yoga Accessories,In-Store,15,176,General Buyer,,9.18281E+11
CUST1562,62,Other,New Kellystad,08-02-2021,305.71,3.1,26-10-2024,Training Wear,Online,2,85,General Buyer,,9.18281E+11
CUST1563,40,Female,North Micheleland,04-04-2021,466.52,1.4,16-04-2022,Gym Gear,In-Store,20,97,Casual Gym-Goer,,9.18281E+11
CUST1564,21,Female,South Todd,24-01-2024,39.77,5.5,25-04-2025,Gym Gear,Online,16,39,Casual Gym-Goer,,9.18281E+11
CUST1565,21,Other,Lake Matthew,07-10-2023,498.74,9.7,16-11-2024,Training Wear,In-Store,7,100,General Buyer,,9.18281E+11
CUST1566,27,Male,North Jessicaland,10-01-2021,59.62,5.8,23-05-2024,Running Shoes,Online,8,128,Casual Gym-Goer,,9.18281E+11
CUST1567,45,Other,Ramirezstad,30-12-2022,385.78,4.9,09-06-2024,Gym Gear,Online,12,50,Casual Gym-Goer,,9.18281E+11
CUST1568,53,Other,Williamview,30-03-2022,271.64,2.6,29-08-2023,Supplements,Online,10,147,Health Conscious Buyer,,9.18281E+11
CUST1569,23,Male,South Christineshire,15-10-2021,218.52,3.8,10-02-2022,Gym Gear,Online,11,6,Casual Gym-Goer,,9.18281E+11
CUST1570,37,Male,East Donna,13-09-2024,315.79,9.9,27-10-2024,Yoga Accessories,In-Store,14,59,General Buyer,,9.18281E+11
CUST1571,30,Other,Lake Larry,14-11-2024,94.88,7.3,21-02-2025,Running Shoes,In-Store,1,158,Casual Gym-Goer,,9.18281E+11
